Delivery_ID,Order_ID,Dispatch_Date,Delivery_Date,Carrier,Delivery_Status
DEL02405,ORD02405,2025-08-06,2025-08-13,Ecom Express,Delayed
DEL02406,ORD02406,2024-08-18,2024-08-20,Ecom Express,Delivered
DEL02407,ORD02407,2024-02-27,2024-03-02,Ecom Express,Delivered
DEL02408,ORD02408,2024-06-09,2024-06-12,DTDC,Delivered
DEL02409,ORD02409,2025-10-20,2025-10-26,Xpressbees,Delivered
DEL02410,ORD02410,2024-08-22,2024-08-26,Delhivery,Delivered
DEL02411,ORD02411,2025-01-05,2025-01-11,Delhivery,Delivered
DEL02412,ORD02412,2024-01-19,2024-01-22,Delhivery,Delivered
DEL02413,ORD02413,2024-05-01,2024-05-04,Ecom Express,Delivered
DEL02414,ORD02414,2024-06-01,2024-06-07,Xpressbees,Delivered
DEL02415,ORD02415,2025-03-22,2025-03-28,DTDC,Delivered
DEL02416,ORD02416,2024-12-20,2024-12-22,Blue Dart,Delivered
DEL02417,ORD02417,2025-03-14,2025-03-19,Xpressbees,Delivered
DEL02418,ORD02418,2025-08-08,2025-08-10,Delhivery,Delivered
DEL02419,ORD02419,2025-07-09,2025-07-13,Xpressbees,Delivered
DEL02420,ORD02420,2024-10-06,2024-10-09,Blue Dart,Delivered
DEL02421,ORD02421,2024-01-03,2024-01-05,Ecom Express,Delivered
DEL02422,ORD02422,2024-03-07,2024-03-12,Xpressbees,Delivered
DEL02423,ORD02423,2024-03-24,2024-03-28,Xpressbees,Delivered
DEL02424,ORD02424,2024-01-29,2024-02-01,DTDC,Delivered
DEL02425,ORD02425,2024-10-14,2024-10-17,DTDC,Delivered
DEL02426,ORD02426,2024-11-27,2024-12-01,Xpressbees,Delivered
DEL02427,ORD02427,2025-06-20,2025-06-29,Ecom Express,Delayed
DEL02428,ORD02428,2024-02-22,2024-02-26,Ecom Express,Delivered
DEL02429,ORD02429,2025-05-22,2025-05-27,DTDC,Delivered
DEL02430,ORD02430,2025-04-05,2025-04-07,Xpressbees,Delivered
DEL02431,ORD02431,2025-11-20,2025-11-25,Xpressbees,Delivered
DEL02432,ORD02432,2024-04-04,2024-04-07,Ecom Express,Delivered
DEL02433,ORD02433,2024-02-19,2024-02-21,DTDC,Delivered
DEL02434,ORD02434,2024-09-28,2024-10-01,Delhivery,Delivered
DEL02435,ORD02435,2024-07-18,2024-07-22,DTDC,Delivered
DEL02436,ORD02436,2024-11-17,2024-11-19,DTDC,Delivered
DEL02437,ORD02437,2024-04-23,2024-04-25,Xpressbees,Delivered
DEL02438,ORD02438,2024-06-18,2024-06-22,Delhivery,Delivered
DEL02439,ORD02439,2024-04-27,2024-05-03,Delhivery,Delivered
DEL02440,ORD02440,2024-05-16,2024-05-25,DTDC,Delayed
DEL02441,ORD02441,2024-05-04,2024-05-08,DTDC,Delivered
DEL02442,ORD02442,2024-11-01,2024-11-07,Blue Dart,Delivered
DEL02443,ORD02443,2025-08-17,2025-08-24,Delhivery,Delayed
DEL02444,ORD02444,2024-04-06,2024-04-08,Delhivery,Delivered
DEL02445,ORD02445,2025-11-29,2025-12-03,Ecom Express,Delivered
DEL02446,ORD02446,2025-04-19,2025-04-21,Delhivery,Delivered
DEL02447,ORD02447,2024-03-17,2024-03-21,Ecom Express,Delivered
DEL02448,ORD02448,2025-08-26,2025-08-29,Delhivery,Delivered
DEL02449,ORD02449,2025-03-05,2025-03-11,Xpressbees,Delivered
DEL02450,ORD02450,2025-12-06,2025-12-11,Delhivery,Delivered
DEL02451,ORD02451,2024-08-27,2024-08-29,Blue Dart,Delivered
DEL02452,ORD02452,2025-07-12,2025-07-16,Blue Dart,Delivered
DEL02453,ORD02453,2025-04-05,2025-04-09,Delhivery,Delivered
DEL02454,ORD02454,2025-10-13,2025-10-15,DTDC,Delivered
DEL02455,ORD02455,2024-03-04,2024-03-08,Blue Dart,Delivered
DEL02456,ORD02456,2024-05-30,2024-06-01,Ecom Express,Delivered
DEL02457,ORD02457,2024-05-29,2024-05-31,Delhivery,Delivered
DEL02458,ORD02458,2025-11-21,2025-11-26,Xpressbees,Delivered
DEL02459,ORD02459,2024-01-17,2024-01-21,Xpressbees,Delivered
DEL02460,ORD02460,2024-09-30,2024-10-05,Blue Dart,Delivered
DEL02461,ORD02461,2024-06-27,2024-07-02,Blue Dart,Delivered
DEL02462,ORD02462,2025-09-02,2025-09-06,Blue Dart,Delivered
DEL02463,ORD02463,2024-10-02,2024-10-05,Ecom Express,Delivered
DEL02464,ORD02464,2025-07-13,2025-07-19,Delhivery,Delivered
DEL02465,ORD02465,2024-12-05,2024-12-11,DTDC,Delivered
DEL02466,ORD02466,2025-07-09,2025-07-12,Delhivery,Delivered
DEL02467,ORD02467,2025-10-27,2025-11-03,Xpressbees,Delayed
DEL02468,ORD02468,2025-06-08,2025-06-11,Blue Dart,Delivered
DEL02469,ORD02469,2025-10-04,2025-10-07,Xpressbees,Delivered
DEL02470,ORD02470,2025-11-02,2025-11-05,Blue Dart,Delivered
DEL02471,ORD02471,2025-02-15,2025-02-19,Blue Dart,Delivered
DEL02472,ORD02472,2024-07-12,2024-07-17,Xpressbees,Delivered
DEL02473,ORD02473,2025-09-20,2025-09-22,Delhivery,Delivered
DEL02474,ORD02474,2025-07-10,2025-07-19,Blue Dart,Delayed
DEL02475,ORD02475,2024-06-07,2024-06-09,DTDC,Delivered
DEL02476,ORD02476,2024-02-09,2024-02-14,DTDC,Delivered
DEL02477,ORD02477,2025-10-20,2025-10-27,DTDC,Delayed
DEL02478,ORD02478,2025-11-12,2025-11-15,DTDC,Delivered
DEL02479,ORD02479,2024-12-07,2024-12-09,Delhivery,Delivered
DEL02480,ORD02480,2024-06-20,2024-06-22,Blue Dart,Delivered
DEL02481,ORD02481,2025-01-18,2025-01-21,DTDC,Delivered
DEL02482,ORD02482,2025-02-09,2025-02-12,Ecom Express,Delivered
DEL02483,ORD02483,2024-09-11,2024-09-13,Delhivery,Delivered
DEL02484,ORD02484,2024-10-02,2024-10-07,Ecom Express,Delivered
DEL02485,ORD02485,2024-04-15,2024-04-20,Xpressbees,Delivered
DEL02486,ORD02486,2024-12-01,2024-12-04,Blue Dart,Delivered
DEL02487,ORD02487,2024-07-01,2024-07-03,Blue Dart,Delivered
DEL02488,ORD02488,2025-02-17,2025-02-20,DTDC,Delivered
DEL02489,ORD02489,2025-09-15,2025-09-20,Delhivery,Delivered
DEL02490,ORD02490,2024-04-20,2024-04-28,Delhivery,Delayed
DEL02491,ORD02491,2025-05-16,2025-05-23,Xpressbees,Delayed
DEL02492,ORD02492,2024-11-26,2024-11-28,Blue Dart,Delivered
DEL02493,ORD02493,2024-08-18,2024-08-21,Blue Dart,Delivered
DEL02494,ORD02494,2025-06-08,2025-06-14,Xpressbees,Delivered
DEL02495,ORD02495,2025-05-12,2025-05-16,Delhivery,Delivered
DEL02496,ORD02496,2025-08-20,2025-08-22,Ecom Express,Delivered
DEL02497,ORD02497,2025-02-07,2025-02-10,DTDC,Delivered
DEL02498,ORD02498,2024-12-02,2024-12-09,Delhivery,Delayed
DEL02499,ORD02499,2024-08-08,2024-08-11,Blue Dart,Delivered
DEL02500,ORD02500,2024-04-09,2024-04-11,DTDC,Delivered
DEL02501,ORD02501,2024-10-01,2024-10-04,Xpressbees,Delivered
DEL02502,ORD02502,2024-04-01,2024-04-07,Ecom Express,Delivered
DEL02503,ORD02503,2024-05-04,2024-05-08,Blue Dart,Delivered
DEL02504,ORD02504,2024-05-15,2024-05-23,Blue Dart,Delayed
DEL02505,ORD02505,2025-06-11,2025-06-17,Blue Dart,Delivered
DEL02506,ORD02506,2024-12-06,2024-12-10,Blue Dart,Delivered
DEL02507,ORD02507,2025-08-20,2025-08-25,Blue Dart,Delivered
DEL02508,ORD02508,2024-11-02,2024-11-05,Ecom Express,Delivered
DEL02509,ORD02509,2024-12-11,2024-12-15,DTDC,Delivered
DEL02510,ORD02510,2025-03-09,2025-03-11,Ecom Express,Delivered
DEL02511,ORD02511,2024-07-02,2024-07-10,Xpressbees,Delayed
DEL02512,ORD02512,2025-12-10,2025-12-13,Xpressbees,Delivered
DEL02513,ORD02513,2024-02-12,2024-02-15,Xpressbees,Delivered
DEL02514,ORD02514,2025-10-26,2025-10-30,Blue Dart,Delivered
DEL02515,ORD02515,2024-04-30,2024-05-05,Delhivery,Delivered
DEL02516,ORD02516,2024-12-14,2024-12-19,Xpressbees,Delivered
DEL02517,ORD02517,2025-07-23,2025-07-28,Blue Dart,Delivered
DEL02518,ORD02518,2025-06-17,2025-06-25,Delhivery,Delayed
DEL02519,ORD02519,2025-05-18,2025-05-21,Blue Dart,Delivered
DEL02520,ORD02520,2025-03-27,2025-03-31,Delhivery,Delivered
DEL02521,ORD02521,2024-05-13,2024-05-15,DTDC,Delivered
DEL02522,ORD02522,2024-10-22,2024-10-25,Delhivery,Delivered
DEL02523,ORD02523,2025-12-27,2025-12-29,Blue Dart,Delivered
DEL02524,ORD02524,2024-05-09,2024-05-15,DTDC,Delivered
DEL02525,ORD02525,2025-10-01,2025-10-03,Ecom Express,Delivered
DEL02526,ORD02526,2025-06-16,2025-06-18,Delhivery,Delivered
DEL02527,ORD02527,2025-07-20,2025-07-26,Ecom Express,Delivered
DEL02528,ORD02528,2025-02-17,2025-02-20,Delhivery,Delivered
DEL02529,ORD02529,2024-12-25,2024-12-29,Blue Dart,Delivered
DEL02530,ORD02530,2025-07-31,2025-08-04,Ecom Express,Delivered
DEL02531,ORD02531,2025-08-07,2025-08-09,Blue Dart,Delivered
DEL02532,ORD02532,2025-11-17,2025-11-20,Blue Dart,Delivered
DEL02533,ORD02533,2024-04-16,2024-04-20,Ecom Express,Delivered
DEL02534,ORD02534,2025-10-23,2025-10-29,Blue Dart,Delivered
DEL02535,ORD02535,2025-03-30,2025-04-01,Xpressbees,Delivered
DEL02536,ORD02536,2024-01-31,2024-02-04,Xpressbees,Delivered
DEL02537,ORD02537,2025-09-23,2025-09-26,DTDC,Delivered
DEL02538,ORD02538,2024-12-02,2024-12-05,Delhivery,Delivered
DEL02539,ORD02539,2025-07-19,2025-07-24,Delhivery,Delivered
DEL02540,ORD02540,2024-09-08,2024-09-14,Xpressbees,Delivered
DEL02541,ORD02541,2024-10-02,2024-10-07,Blue Dart,Delivered
DEL02542,ORD02542,2025-05-20,2025-05-24,DTDC,Delivered
DEL02543,ORD02543,2025-08-09,2025-08-11,Delhivery,Delivered
DEL02544,ORD02544,2025-05-27,2025-06-05,DTDC,Delayed
DEL02545,ORD02545,2025-08-19,2025-08-23,Blue Dart,Delivered
DEL02546,ORD02546,2024-06-14,2024-06-23,Ecom Express,Delayed
DEL02547,ORD02547,2025-06-24,2025-06-29,Xpressbees,Delivered
DEL02548,ORD02548,2024-12-02,2024-12-05,Xpressbees,Delivered
DEL02549,ORD02549,2024-01-30,2024-02-06,DTDC,Delayed
DEL02550,ORD02550,2024-02-26,2024-02-28,DTDC,Delivered
DEL02551,ORD02551,2025-07-22,2025-07-27,Blue Dart,Delivered
DEL02552,ORD02552,2025-08-06,2025-08-08,Delhivery,Delivered
DEL02553,ORD02553,2025-12-22,2025-12-25,Ecom Express,Delivered
DEL02554,ORD02554,2025-10-15,2025-10-17,Xpressbees,Delivered
DEL02555,ORD02555,2024-02-12,2024-02-17,Blue Dart,Delivered
DEL02556,ORD02556,2025-10-22,2025-10-29,Delhivery,Delayed
DEL02557,ORD02557,2024-12-23,2024-12-25,Ecom Express,Delivered
DEL02558,ORD02558,2024-04-05,2024-04-08,DTDC,Delivered
DEL02559,ORD02559,2025-08-23,2025-08-26,Delhivery,Delivered
DEL02560,ORD02560,2025-05-05,2025-05-12,Delhivery,Delayed
DEL02561,ORD02561,2024-01-06,2024-01-10,Ecom Express,Delivered
DEL02562,ORD02562,2025-05-28,2025-06-01,Delhivery,Delivered
DEL02563,ORD02563,2024-06-05,2024-06-08,DTDC,Delivered
DEL02564,ORD02564,2025-12-06,2025-12-10,Delhivery,Delivered
DEL02565,ORD02565,2024-02-25,2024-03-01,Xpressbees,Delivered
DEL02566,ORD02566,2024-04-25,2024-05-04,Delhivery,Delayed
DEL02567,ORD02567,2024-05-05,2024-05-09,Delhivery,Delivered
DEL02568,ORD02568,2025-06-25,2025-06-29,Ecom Express,Delivered
DEL02569,ORD02569,2024-08-09,2024-08-13,Blue Dart,Delivered
DEL02570,ORD02570,2024-08-01,2024-08-06,Ecom Express,Delivered
DEL02571,ORD02571,2024-11-04,2024-11-11,DTDC,Delayed
DEL02572,ORD02572,2024-06-29,2024-07-03,Xpressbees,Delivered
DEL02573,ORD02573,2025-02-10,2025-02-13,DTDC,Delivered
DEL02574,ORD02574,2025-11-13,2025-11-16,Xpressbees,Delivered
DEL02575,ORD02575,2024-01-19,2024-01-23,Ecom Express,Delivered
DEL02576,ORD02576,2025-01-24,2025-01-29,Delhivery,Delivered
DEL02577,ORD02577,2024-08-09,2024-08-13,Ecom Express,Delivered
DEL02578,ORD02578,2025-08-22,2025-08-27,Ecom Express,Delivered
DEL02579,ORD02579,2024-05-01,2024-05-06,DTDC,Delivered
DEL02580,ORD02580,2024-11-30,2024-12-04,DTDC,Delivered
DEL02581,ORD02581,2024-08-06,2024-08-11,Xpressbees,Delivered
DEL02582,ORD02582,2024-06-08,2024-06-14,Delhivery,Delivered
DEL02583,ORD02583,2025-09-21,2025-09-24,Delhivery,Delivered
DEL02584,ORD02584,2024-06-19,2024-06-26,Blue Dart,Delayed
DEL02585,ORD02585,2025-03-18,2025-03-22,Blue Dart,Delivered
DEL02586,ORD02586,2024-10-15,2024-10-18,Delhivery,Delivered
DEL02587,ORD02587,2024-06-11,2024-06-14,Blue Dart,Delivered
DEL02588,ORD02588,2024-02-03,2024-02-06,Delhivery,Delivered
DEL02589,ORD02589,2025-05-23,2025-05-26,Delhivery,Delivered
DEL02590,ORD02590,2025-09-30,2025-10-07,Ecom Express,Delayed
DEL02591,ORD02591,2025-01-15,2025-01-24,Xpressbees,Delayed
DEL02592,ORD02592,2024-04-18,2024-04-21,DTDC,Delivered
DEL02593,ORD02593,2025-07-24,2025-07-27,Delhivery,Delivered
DEL02594,ORD02594,2025-02-26,2025-03-01,Blue Dart,Delivered
DEL02595,ORD02595,2024-04-03,2024-04-06,Ecom Express,Delivered
DEL02596,ORD02596,2025-06-14,2025-06-20,Blue Dart,Delivered
DEL02597,ORD02597,2024-04-22,2024-04-29,Ecom Express,Delayed
DEL02598,ORD02598,2025-06-04,2025-06-07,Ecom Express,Delivered
DEL02599,ORD02599,2025-12-30,2026-01-01,Blue Dart,Delivered
DEL02600,ORD02600,2025-01-05,2025-01-08,DTDC,Delivered
DEL02601,ORD02601,2025-02-15,2025-02-18,DTDC,Delivered
DEL02602,ORD02602,2025-03-22,2025-03-26,Ecom Express,Delivered
DEL02603,ORD02603,2025-03-12,2025-03-17,Blue Dart,Delivered
DEL02604,ORD02604,2024-05-05,2024-05-09,Ecom Express,Delivered
DEL02605,ORD02605,2024-07-24,2024-07-31,Ecom Express,Delayed
DEL02606,ORD02606,2025-03-24,2025-03-27,Blue Dart,Delivered
DEL02607,ORD02607,2024-03-07,2024-03-09,DTDC,Delivered
DEL02608,ORD02608,2024-02-02,2024-02-04,Xpressbees,Delivered
DEL02609,ORD02609,2024-12-05,2024-12-10,DTDC,Delivered
DEL02610,ORD02610,2024-02-21,2024-02-28,Xpressbees,Delayed
DEL02611,ORD02611,2024-02-09,2024-02-11,DTDC,Delivered
DEL02612,ORD02612,2024-03-12,2024-03-21,Delhivery,Delayed
DEL02613,ORD02613,2025-12-15,2025-12-18,Delhivery,Delivered
DEL02614,ORD02614,2024-03-09,2024-03-12,DTDC,Delivered
DEL02615,ORD02615,2024-02-10,2024-02-14,Xpressbees,Delivered
DEL02616,ORD02616,2025-05-24,2025-05-29,DTDC,Delivered
DEL02617,ORD02617,2024-08-17,2024-08-20,Blue Dart,Delivered
DEL02618,ORD02618,2024-05-03,2024-05-07,Blue Dart,Delivered
DEL02619,ORD02619,2024-04-15,2024-04-18,Blue Dart,Delivered
DEL02620,ORD02620,2024-02-22,2024-02-25,Ecom Express,Delivered
DEL02621,ORD02621,2024-06-28,2024-07-05,Delhivery,Delayed
DEL02622,ORD02622,2025-06-13,2025-06-20,Blue Dart,Delayed
DEL02623,ORD02623,2025-09-18,2025-09-26,DTDC,Delayed
DEL02624,ORD02624,2024-06-18,2024-06-21,Delhivery,Delivered
DEL02625,ORD02625,2024-02-22,2024-02-24,DTDC,Delivered
DEL02626,ORD02626,2024-02-26,2024-02-28,Xpressbees,Delivered
DEL02627,ORD02627,2025-11-08,2025-11-15,Delhivery,Delayed
DEL02628,ORD02628,2024-03-28,2024-04-01,Xpressbees,Delivered
DEL02629,ORD02629,2025-06-09,2025-06-12,Blue Dart,Delivered
DEL02630,ORD02630,2024-04-26,2024-04-28,Ecom Express,Delivered
DEL02631,ORD02631,2025-10-04,2025-10-07,Xpressbees,Delivered
DEL02632,ORD02632,2024-03-14,2024-03-19,DTDC,Delivered
DEL02633,ORD02633,2024-06-14,2024-06-16,Blue Dart,Delivered
DEL02634,ORD02634,2024-08-27,2024-09-02,DTDC,Delivered
DEL02635,ORD02635,2025-07-08,2025-07-11,Xpressbees,Delivered
DEL02636,ORD02636,2025-05-01,2025-05-05,Delhivery,Delivered
DEL02637,ORD02637,2024-07-12,2024-07-16,Xpressbees,Delivered
DEL02638,ORD02638,2025-10-27,2025-11-04,Blue Dart,Delayed
DEL02639,ORD02639,2025-08-28,2025-08-31,Xpressbees,Delivered
DEL02640,ORD02640,2024-06-03,2024-06-09,Ecom Express,Delivered
DEL02641,ORD02641,2025-11-12,2025-11-14,DTDC,Delivered
DEL02642,ORD02642,2025-12-31,2026-01-02,Delhivery,Delivered
DEL02643,ORD02643,2025-03-14,2025-03-16,Delhivery,Delivered
DEL02644,ORD02644,2024-10-17,2024-10-20,Blue Dart,Delivered
DEL02645,ORD02645,2024-12-29,2025-01-03,Delhivery,Delivered
DEL02646,ORD02646,2024-07-06,2024-07-08,DTDC,Delivered
DEL02647,ORD02647,2025-09-18,2025-09-21,DTDC,Delivered
DEL02648,ORD02648,2025-03-15,2025-03-19,Blue Dart,Delivered
DEL02649,ORD02649,2025-03-30,2025-04-01,Xpressbees,Delivered
DEL02650,ORD02650,2024-06-12,2024-06-15,DTDC,Delivered
DEL02651,ORD02651,2025-02-22,2025-02-25,Ecom Express,Delivered
DEL02652,ORD02652,2024-08-15,2024-08-22,DTDC,Delayed
DEL02653,ORD02653,2025-09-21,2025-09-26,DTDC,Delivered
DEL02654,ORD02654,2025-06-25,2025-07-01,Xpressbees,Delivered
DEL02655,ORD02655,2024-03-07,2024-03-14,Delhivery,Delayed
DEL02656,ORD02656,2025-08-23,2025-08-31,Blue Dart,Delayed
DEL02657,ORD02657,2025-10-18,2025-10-20,Ecom Express,Delivered
DEL02658,ORD02658,2024-08-06,2024-08-09,Blue Dart,Delivered
DEL02659,ORD02659,2024-02-16,2024-02-20,Xpressbees,Delivered
DEL02660,ORD02660,2024-12-06,2024-12-09,DTDC,Delivered
DEL02661,ORD02661,2024-11-06,2024-11-08,Ecom Express,Delivered
DEL02662,ORD02662,2024-11-23,2024-11-26,DTDC,Delivered
DEL02663,ORD02663,2025-08-05,2025-08-13,Ecom Express,Delayed
DEL02664,ORD02664,2024-03-09,2024-03-13,DTDC,Delivered
DEL02665,ORD02665,2025-08-10,2025-08-14,Ecom Express,Delivered
DEL02666,ORD02666,2024-01-05,2024-01-09,Xpressbees,Delivered
DEL02667,ORD02667,2024-03-22,2024-03-29,Xpressbees,Delayed
DEL02668,ORD02668,2024-08-21,2024-08-26,DTDC,Delivered
DEL02669,ORD02669,2025-01-20,2025-01-24,Blue Dart,Delivered
DEL02670,ORD02670,2025-09-25,2025-09-28,Xpressbees,Delivered
DEL02671,ORD02671,2025-07-18,2025-07-22,DTDC,Delivered
DEL02672,ORD02672,2024-04-04,2024-04-08,Delhivery,Delivered
DEL02673,ORD02673,2025-11-07,2025-11-10,Blue Dart,Delivered
DEL02674,ORD02674,2025-11-27,2025-11-30,Blue Dart,Delivered
DEL02675,ORD02675,2024-09-09,2024-09-12,Delhivery,Delivered
DEL02676,ORD02676,2025-05-02,2025-05-05,DTDC,Delivered
DEL02677,ORD02677,2025-09-02,2025-09-05,Ecom Express,Delivered
DEL02678,ORD02678,2025-02-24,2025-02-28,Delhivery,Delivered
DEL02679,ORD02679,2025-01-17,2025-01-26,Xpressbees,Delayed
DEL02680,ORD02680,2025-09-02,2025-09-04,Delhivery,Delivered
DEL02681,ORD02681,2024-09-15,2024-09-18,DTDC,Delivered
DEL02682,ORD02682,2024-10-09,2024-10-12,Xpressbees,Delivered
DEL02683,ORD02683,2024-02-22,2024-02-27,DTDC,Delivered
DEL02684,ORD02684,2024-11-15,2024-11-18,Ecom Express,Delivered
DEL02685,ORD02685,2025-07-06,2025-07-10,Xpressbees,Delivered
DEL02686,ORD02686,2024-11-22,2024-11-29,Ecom Express,Delayed
DEL02687,ORD02687,2025-03-11,2025-03-17,Blue Dart,Delivered
DEL02688,ORD02688,2024-05-13,2024-05-15,Ecom Express,Delivered
DEL02689,ORD02689,2024-02-25,2024-02-28,Delhivery,Delivered
DEL02690,ORD02690,2024-08-23,2024-08-26,Ecom Express,Delivered
DEL02691,ORD02691,2024-06-13,2024-06-17,Delhivery,Delivered
DEL02692,ORD02692,2025-04-08,2025-04-11,Ecom Express,Delivered
DEL02693,ORD02693,2024-05-17,2024-05-21,DTDC,Delivered
DEL02694,ORD02694,2024-03-23,2024-03-26,Xpressbees,Delivered
DEL02695,ORD02695,2025-05-31,2025-06-03,Delhivery,Delivered
DEL02696,ORD02696,2024-01-08,2024-01-12,Xpressbees,Delivered
DEL02697,ORD02697,2025-02-10,2025-02-15,DTDC,Delivered
DEL02698,ORD02698,2024-06-27,2024-06-29,Xpressbees,Delivered
DEL02699,ORD02699,2024-10-08,2024-10-15,Ecom Express,Delayed
DEL02700,ORD02700,2024-06-18,2024-06-22,Delhivery,Delivered
DEL02701,ORD02701,2024-02-25,2024-03-03,Ecom Express,Delayed
DEL02702,ORD02702,2024-12-18,2024-12-24,Ecom Express,Delivered
DEL02703,ORD02703,2025-07-01,2025-07-09,Delhivery,Delayed
DEL02704,ORD02704,2024-06-22,2024-06-24,Delhivery,Delivered
DEL02705,ORD02705,2025-11-19,2025-11-27,DTDC,Delayed
DEL02706,ORD02706,2024-10-02,2024-10-05,DTDC,Delivered
DEL02707,ORD02707,2025-01-13,2025-01-15,Xpressbees,Delivered
DEL02708,ORD02708,2024-03-20,2024-03-26,Delhivery,Delivered
DEL02709,ORD02709,2024-10-20,2024-10-24,Delhivery,Delivered
DEL02710,ORD02710,2025-12-01,2025-12-04,Xpressbees,Delivered
DEL02711,ORD02711,2025-02-12,2025-02-19,Delhivery,Delayed
DEL02712,ORD02712,2025-11-27,2025-11-30,Ecom Express,Delivered
DEL02713,ORD02713,2025-07-24,2025-07-31,DTDC,Delayed
DEL02714,ORD02714,2024-12-30,2025-01-01,Blue Dart,Delivered
DEL02715,ORD02715,2024-03-09,2024-03-14,Ecom Express,Delivered
DEL02716,ORD02716,2025-10-13,2025-10-15,Blue Dart,Delivered
DEL02717,ORD02717,2024-11-28,2024-12-02,Blue Dart,Delivered
DEL02718,ORD02718,2024-12-05,2024-12-09,Blue Dart,Delivered
DEL02719,ORD02719,2025-12-17,2025-12-20,Xpressbees,Delivered
DEL02720,ORD02720,2025-03-29,2025-04-03,Xpressbees,Delivered
DEL02721,ORD02721,2025-03-12,2025-03-15,DTDC,Delivered
DEL02722,ORD02722,2025-01-04,2025-01-06,Delhivery,Delivered
DEL02723,ORD02723,2025-07-03,2025-07-11,Xpressbees,Delayed
DEL02724,ORD02724,2024-08-11,2024-08-16,Ecom Express,Delivered
DEL02725,ORD02725,2025-11-16,2025-11-20,Xpressbees,Delivered
DEL02726,ORD02726,2025-04-12,2025-04-15,Xpressbees,Delivered
DEL02727,ORD02727,2025-02-01,2025-02-03,Ecom Express,Delivered
DEL02728,ORD02728,2025-06-24,2025-06-28,Delhivery,Delivered
DEL02729,ORD02729,2024-11-18,2024-11-21,Delhivery,Delivered
DEL02730,ORD02730,2024-10-07,2024-10-10,Xpressbees,Delivered
DEL02731,ORD02731,2024-02-07,2024-02-09,DTDC,Delivered
DEL02732,ORD02732,2025-12-29,2026-01-02,Delhivery,Delivered
DEL02733,ORD02733,2025-07-25,2025-07-27,Delhivery,Delivered
DEL02734,ORD02734,2024-09-02,2024-09-05,Ecom Express,Delivered
DEL02735,ORD02735,2025-07-18,2025-07-25,Delhivery,Delayed
DEL02736,ORD02736,2024-08-05,2024-08-08,DTDC,Delivered
DEL02737,ORD02737,2024-08-05,2024-08-08,DTDC,Delivered
DEL02738,ORD02738,2024-07-08,2024-07-12,Xpressbees,Delivered
DEL02739,ORD02739,2025-01-30,2025-02-08,Delhivery,Delayed
DEL02740,ORD02740,2025-06-06,2025-06-12,Delhivery,Delivered
DEL02741,ORD02741,2025-05-07,2025-05-11,Ecom Express,Delivered
DEL02742,ORD02742,2024-10-30,2024-11-02,DTDC,Delivered
DEL02743,ORD02743,2024-08-30,2024-09-02,Xpressbees,Delivered
DEL02744,ORD02744,2024-03-30,2024-04-05,Xpressbees,Delivered
DEL02745,ORD02745,2025-03-07,2025-03-12,Blue Dart,Delivered
DEL02746,ORD02746,2025-02-24,2025-02-28,Delhivery,Delivered
DEL02747,ORD02747,2024-01-04,2024-01-07,DTDC,Delivered
DEL02748,ORD02748,2024-01-06,2024-01-08,Delhivery,Delivered
DEL02749,ORD02749,2024-03-19,2024-03-26,Blue Dart,Delayed
DEL02750,ORD02750,2025-02-05,2025-02-08,Xpressbees,Delivered
DEL02751,ORD02751,2025-02-07,2025-02-12,Xpressbees,Delivered
DEL02752,ORD02752,2024-08-19,2024-08-27,Xpressbees,Delayed
DEL02753,ORD02753,2025-09-21,2025-09-24,Xpressbees,Delivered
DEL02754,ORD02754,2025-06-20,2025-06-25,Xpressbees,Delivered
DEL02755,ORD02755,2025-03-17,2025-03-20,Ecom Express,Delivered
DEL02756,ORD02756,2025-07-02,2025-07-05,Blue Dart,Delivered
DEL02757,ORD02757,2025-09-13,2025-09-16,DTDC,Delivered
DEL02758,ORD02758,2025-07-22,2025-07-26,Ecom Express,Delivered
DEL02759,ORD02759,2025-11-07,2025-11-10,Blue Dart,Delivered
DEL02760,ORD02760,2025-08-28,2025-09-04,Delhivery,Delayed
DEL02761,ORD02761,2025-04-11,2025-04-15,DTDC,Delivered
DEL02762,ORD02762,2024-01-24,2024-01-27,Delhivery,Delivered
DEL02763,ORD02763,2025-01-02,2025-01-06,Delhivery,Delivered
DEL02764,ORD02764,2025-01-24,2025-01-29,Delhivery,Delivered
DEL02765,ORD02765,2025-08-10,2025-08-18,Blue Dart,Delayed
DEL02766,ORD02766,2024-11-17,2024-11-20,Blue Dart,Delivered
DEL02767,ORD02767,2024-04-03,2024-04-12,DTDC,Delayed
DEL02768,ORD02768,2024-03-18,2024-03-21,Blue Dart,Delivered
DEL02769,ORD02769,2024-04-05,2024-04-07,Xpressbees,Delivered
DEL02770,ORD02770,2024-06-16,2024-06-18,Delhivery,Delivered
DEL02771,ORD02771,2025-04-06,2025-04-08,Xpressbees,Delivered
DEL02772,ORD02772,2024-04-18,2024-04-23,Ecom Express,Delivered
DEL02773,ORD02773,2024-02-18,2024-02-27,Ecom Express,Delayed
DEL02774,ORD02774,2025-08-15,2025-08-21,Xpressbees,Delivered
DEL02775,ORD02775,2025-08-12,2025-08-14,Xpressbees,Delivered
DEL02776,ORD02776,2024-12-17,2024-12-21,Delhivery,Delivered
DEL02777,ORD02777,2024-05-21,2024-05-30,Delhivery,Delayed
